LAMMPS Data File. atom_stye full by Mingda
8124 3 2 0.0000 56.6316 16.0603 8.7109
8125 3 2 0.0000 56.4479 14.8446 8.0254
8126 3 2 0.0000 55.8714 14.8446 6.7306
8127 3 2 0.0000 55.4849 16.0603 6.1354
8128 3 2 0.0000 54.5365 16.0603 5.0821
8129 3 2 0.0000 53.9850 14.8446 4.6355
8130 3 2 0.0000 52.7576 14.8446 3.9268
8131 3 2 0.0000 52.0951 16.0603 3.6725
8132 3 2 0.0000 50.7087 16.0603 3.3779
8133 3 2 0.0000 50.0000 14.8446 3.3407
8134 3 2 0.0000 48.5904 14.8446 3.4889
8135 3 2 0.0000 47.9049 16.0603 3.6725
8136 3 2 0.0000 46.6101 16.0603 4.2490
8137 3 2 0.0000 46.0150 14.8446 4.6355
8138 3 2 0.0000 44.9617 14.8446 5.5839
8139 3 2 0.0000 44.5151 16.0603 6.1354
8140 3 2 0.0000 43.8064 16.0603 7.3629
8141 3 2 0.0000 43.5521 14.8446 8.0254
8142 3 2 0.0000 43.2574 14.8446 9.4118
8143 3 2 0.0000 43.2203 16.0603 10.1205
8144 3 2 0.0000 43.3684 16.0603 11.5300
8145 3 2 0.0000 43.5521 14.8446 12.2155
8146 3 2 0.0000 44.1286 14.8446 13.5103
8147 3 2 0.0000 44.5151 16.0603 14.1055
8148 3 2 0.0000 45.4635 16.0603 15.1588
8149 3 2 0.0000 46.0150 14.8446 15.6054
8150 3 2 0.0000 47.2424 14.8446 16.3141
8151 3 2 0.0000 47.9049 16.0603 16.5684
8152 3 2 0.0000 49.2913 16.0603 16.8631
8153 3 2 0.0000 50.0000 17.2760 16.9002
8154 3 2 0.0000 51.4096 17.2760 16.7520
8155 3 2 0.0000 52.0951 18.4918 16.5684
8156 3 2 0.0000 53.3899 18.4918 15.9919
8157 3 2 0.0000 53.9850 17.2760 15.6054
8158 3 2 0.0000 55.0383 17.2760 14.6570
8159 3 2 0.0000 55.4849 18.4918 14.1055
8160 3 2 0.0000 56.1936 18.4918 12.8780
8161 3 2 0.0000 56.4479 17.2760 12.2155
8162 3 2 0.0000 56.7426 17.2760 10.8291
8163 3 2 0.0000 56.7797 18.4918 10.1205
8164 3 2 0.0000 56.6316 18.4918 8.7109
8165 3 2 0.0000 56.4479 17.2760 8.0254
8166 3 2 0.0000 55.8714 17.2760 6.7306
8167 3 2 0.0000 55.4849 18.4918 6.1354
8168 3 2 0.0000 54.5365 18.4918 5.0821
8169 3 2 0.0000 53.9850 17.2760 4.6355
8170 3 2 0.0000 52.7576 17.2760 3.9268
8171 3 2 0.0000 52.0951 18.4918 3.6725
8172 3 2 0.0000 50.7087 18.4918 3.3779
8173 3 2 0.0000 50.0000 17.2760 3.3407
8174 3 2 0.0000 48.5904 17.2760 3.4889
8175 3 2 0.0000 47.9049 18.4918 3.6725
8176 3 2 0.0000 46.6101 18.4918 4.2490
8177 3 2 0.0000 46.0150 17.2760 4.6355
8178 3 2 0.0000 44.9617 17.2760 5.5839
8179 3 2 0.0000 44.5151 18.4918 6.1354
8180 3 2 0.0000 43.8064 18.4918 7.3629
8181 3 2 0.0000 43.5521 17.2760 8.0254
8182 3 2 0.0000 43.2574 17.2760 9.4118
8183 3 2 0.0000 43.2203 18.4918 10.1205
8184 3 2 0.0000 43.3684 18.4918 11.5300
8185 3 2 0.0000 43.5521 17.2760 12.2155
8186 3 2 0.0000 44.1286 17.2760 13.5103
8187 3 2 0.0000 44.5151 18.4918 14.1055
8188 3 2 0.0000 45.4635 18.4918 15.1588
8189 3 2 0.0000 46.0150 17.2760 15.6054
8190 3 2 0.0000 47.2424 17.2760 16.3141
8191 3 2 0.0000 47.9049 18.4918 16.5684
8192 3 2 0.0000 49.2913 18.4918 16.8631
8193 3 2 0.0000 50.0000 19.7075 16.9002
8194 3 2 0.0000 51.4096 19.7075 16.7520
8195 3 2 0.0000 52.0951 20.9233 16.5684
8196 3 2 0.0000 53.3899 20.9233 15.9919
8197 3 2 0.0000 53.9850 19.7075 15.6054
8198 3 2 0.0000 55.0383 19.7075 14.6570
8199 3 2 0.0000 55.4849 20.9233 14.1055
8200 3 2 0.0000 56.1936 20.9233 12.8780
8201 3 2 0.0000 56.4479 19.7075 12.2155
8202 3 2 0.0000 56.7426 19.7075 10.8291
8203 3 2 0.0000 56.7797 20.9233 10.1205
8204 3 2 0.0000 56.6316 20.9233 8.7109
8205 3 2 0.0000 56.4479 19.7075 8.0254
8206 3 2 0.0000 55.8714 19.7075 6.7306
8207 3 2 0.0000 55.4849 20.9233 6.1354
8208 3 2 0.0000 54.5365 20.9233 5.0821
8209 3 2 0.0000 53.9850 19.7075 4.6355
8210 3 2 0.0000 52.7576 19.7075 3.9268
8211 3 2 0.0000 52.0951 20.9233 3.6725
8212 3 2 0.0000 50.7087 20.9233 3.3779
8213 3 2 0.0000 50.0000 19.7075 3.3407
8214 3 2 0.0000 48.5904 19.7075 3.4889
8215 3 2 0.0000 47.9049 20.9233 3.6725
8216 3 2 0.0000 46.6101 20.9233 4.2490
8217 3 2 0.0000 46.0150 19.7075 4.6355
8218 3 2 0.0000 44.9617 19.7075 5.5839
8219 3 2 0.0000 44.5151 20.9233 6.1354
8220 3 2 0.0000 43.8064 20.9233 7.3629
8221 3 2 0.0000 43.5521 19.7075 8.0254
8222 3 2 0.0000 43.2574 19.7075 9.4118
8223 3 2 0.0000 43.2203 20.9233 10.1205
8224 3 2 0.0000 43.3684 20.9233 11.5300
8225 3 2 0.0000 43.5521 19.7075 12.2155
8226 3 2 0.0000 44.1286 19.7075 13.5103
8227 3 2 0.0000 44.5151 20.9233 14.1055
8228 3 2 0.0000 45.4635 20.9233 15.1588
8229 3 2 0.0000 46.0150 19.7075 15.6054
8230 3 2 0.0000 47.2424 19.7075 16.3141
8231 3 2 0.0000 47.9049 20.9233 16.5684
8232 3 2 0.0000 49.2913 20.9233 16.8631
8233 3 2 0.0000 50.0000 22.1390 16.9002
8234 3 2 0.0000 51.4096 22.1390 16.7520
8235 3 2 0.0000 52.0951 23.3548 16.5684
8236 3 2 0.0000 53.3899 23.3548 15.9919
8237 3 2 0.0000 53.9850 22.1390 15.6054
8238 3 2 0.0000 55.0383 22.1390 14.6570
8239 3 2 0.0000 55.4849 23.3548 14.1055
8240 3 2 0.0000 56.1936 23.3548 12.8780
8241 3 2 0.0000 56.4479 22.1390 12.2155
8242 3 2 0.0000 56.7426 22.1390 10.8291
8243 3 2 0.0000 56.7797 23.3548 10.1205
8244 3 2 0.0000 56.6316 23.3548 8.7109
8245 3 2 0.0000 56.4479 22.1390 8.0254
8246 3 2 0.0000 55.8714 22.1390 6.7306
8247 3 2 0.0000 55.4849 23.3548 6.1354
8248 3 2 0.0000 54.5365 23.3548 5.0821
8249 3 2 0.0000 53.9850 22.1390 4.6355
8250 3 2 0.0000 52.7576 22.1390 3.9268
8251 3 2 0.0000 52.0951 23.3548 3.6725
8252 3 2 0.0000 50.7087 23.3548 3.3779
8253 3 2 0.0000 50.0000 22.1390 3.3407
8254 3 2 0.0000 48.5904 22.1390 3.4889
8255 3 2 0.0000 47.9049 23.3548 3.6725
8256 3 2 0.0000 46.6101 23.3548 4.2490
8257 3 2 0.0000 46.0150 22.1390 4.6355
8258 3 2 0.0000 44.9617 22.1390 5.5839
8259 3 2 0.0000 44.5151 23.3548 6.1354
8260 3 2 0.0000 43.8064 23.3548 7.3629
8261 3 2 0.0000 43.5521 22.1390 8.0254
8262 3 2 0.0000 43.2574 22.1390 9.4118
8263 3 2 0.0000 43.2203 23.3548 10.1205
8264 3 2 0.0000 43.3684 23.3548 11.5300
8265 3 2 0.0000 43.5521 22.1390 12.2155
8266 3 2 0.0000 44.1286 22.1390 13.5103
8267 3 2 0.0000 44.5151 23.3548 14.1055
8268 3 2 0.0000 45.4635 23.3548 15.1588
8269 3 2 0.0000 46.0150 22.1390 15.6054
8270 3 2 0.0000 47.2424 22.1390 16.3141
8271 3 2 0.0000 47.9049 23.3548 16.5684
8272 3 2 0.0000 49.2913 23.3548 16.8631
8273 3 2 0.0000 50.0000 24.5705 16.9002
8274 3 2 0.0000 51.4096 24.5705 16.7520
8275 3 2 0.0000 52.0951 25.7863 16.5684
8276 3 2 0.0000 53.3899 25.7863 15.9919
8277 3 2 0.0000 53.9850 24.5705 15.6054
8278 3 2 0.0000 55.0383 24.5705 14.6570
8279 3 2 0.0000 55.4849 25.7863 14.1055
8280 3 2 0.0000 56.1936 25.7863 12.8780
8281 3 2 0.0000 56.4479 24.5705 12.2155
8282 3 2 0.0000 56.7426 24.5705 10.8291
8283 3 2 0.0000 56.7797 25.7863 10.1205
8284 3 2 0.0000 56.6316 25.7863 8.7109
8285 3 2 0.0000 56.4479 24.5705 8.0254
8286 3 2 0.0000 55.8714 24.5705 6.7306
8287 3 2 0.0000 55.4849 25.7863 6.1354
8288 3 2 0.0000 54.5365 25.7863 5.0821
8289 3 2 0.0000 53.9850 24.5705 4.6355
8290 3 2 0.0000 52.7576 24.5705 3.9268
8291 3 2 0.0000 52.0951 25.7863 3.6725
8292 3 2 0.0000 50.7087 25.7863 3.3779
8293 3 2 0.0000 50.0000 24.5705 3.3407
8294 3 2 0.0000 48.5904 24.5705 3.4889
8295 3 2 0.0000 47.9049 25.7863 3.6725
8296 3 2 0.0000 46.6101 25.7863 4.2490
8297 3 2 0.0000 46.0150 24.5705 4.6355
8298 3 2 0.0000 44.9617 24.5705 5.5839
8299 3 2 0.0000 44.5151 25.7863 6.1354
8300 3 2 0.0000 43.8064 25.7863 7.3629
8301 3 2 0.0000 43.5521 24.5705 8.0254
8302 3 2 0.0000 43.2574 24.5705 9.4118
8303 3 2 0.0000 43.2203 25.7863 10.1205
8304 3 2 0.0000 43.3684 25.7863 11.5300
8305 3 2 0.0000 43.5521 24.5705 12.2155
8306 3 2 0.0000 44.1286 24.5705 13.5103
8307 3 2 0.0000 44.5151 25.7863 14.1055
8308 3 2 0.0000 45.4635 25.7863 15.1588
8309 3 2 0.0000 46.0150 24.5705 15.6054
8310 3 2 0.0000 47.2424 24.5705 16.3141
8311 3 2 0.0000 47.9049 25.7863 16.5684
8312 3 2 0.0000 49.2913 25.7863 16.8631
8313 3 2 0.0000 50.0000 27.0020 16.9002
8314 3 2 0.0000 51.4096 27.0020 16.7520
8315 3 2 0.0000 52.0951 28.2177 16.5684
8316 3 2 0.0000 53.3899 28.2177 15.9919
8317 3 2 0.0000 53.9850 27.0020 15.6054
8318 3 2 0.0000 55.0383 27.0020 14.6570
8319 3 2 0.0000 55.4849 28.2177 14.1055
8320 3 2 0.0000 56.1936 28.2177 12.8780
8321 3 2 0.0000 56.4479 27.0020 12.2155
8322 3 2 0.0000 56.7426 27.0020 10.8291
8323 3 2 0.0000 56.7797 28.2177 10.1205
8324 3 2 0.0000 56.6316 28.2177 8.7109
8325 3 2 0.0000 56.4479 27.0020 8.0254
8326 3 2 0.0000 55.8714 27.0020 6.7306
8327 3 2 0.0000 55.4849 28.2177 6.1354
8328 3 2 0.0000 54.5365 28.2177 5.0821
8329 3 2 0.0000 53.9850 27.0020 4.6355
8330 3 2 0.0000 52.7576 27.0020 3.9268
8331 3 2 0.0000 52.0951 28.2177 3.6725
8332 3 2 0.0000 50.7087 28.2177 3.3779
8333 3 2 0.0000 50.0000 27.0020 3.3407
8334 3 2 0.0000 48.5904 27.0020 3.4889
8335 3 2 0.0000 47.9049 28.2177 3.6725
8336 3 2 0.0000 46.6101 28.2177 4.2490
8337 3 2 0.0000 46.0150 27.0020 4.6355
8338 3 2 0.0000 44.9617 27.0020 5.5839
8339 3 2 0.0000 44.5151 28.2177 6.1354
8340 3 2 0.0000 43.8064 28.2177 7.3629
8341 3 2 0.0000 43.5521 27.0020 8.0254
8342 3 2 0.0000 43.2574 27.0020 9.4118
8343 3 2 0.0000 43.2203 28.2177 10.1205
8344 3 2 0.0000 43.3684 28.2177 11.5300
8345 3 2 0.0000 43.5521 27.0020 12.2155
8346 3 2 0.0000 44.1286 27.0020 13.5103
8347 3 2 0.0000 44.5151 28.2177 14.1055
8348 3 2 0.0000 45.4635 28.2177 15.1588
8349 3 2 0.0000 46.0150 27.0020 15.6054
8350 3 2 0.0000 47.2424 27.0020 16.3141
8351 3 2 0.0000 47.9049 28.2177 16.5684
8352 3 2 0.0000 49.2913 28.2177 16.8631
8353 3 2 0.0000 50.0000 29.4335 16.9002
8354 3 2 0.0000 51.4096 29.4335 16.7520
8355 3 2 0.0000 52.0951 30.6492 16.5684
8356 3 2 0.0000 53.3899 30.6492 15.9919
8357 3 2 0.0000 53.9850 29.4335 15.6054
8358 3 2 0.0000 55.0383 29.4335 14.6570
8359 3 2 0.0000 55.4849 30.6492 14.1055
8360 3 2 0.0000 56.1936 30.6492 12.8780
8361 3 2 0.0000 56.4479 29.4335 12.2155
8362 3 2 0.0000 56.7426 29.4335 10.8291
8363 3 2 0.0000 56.7797 30.6492 10.1205
8364 3 2 0.0000 56.6316 30.6492 8.7109
8365 3 2 0.0000 56.4479 29.4335 8.0254
8366 3 2 0.0000 55.8714 29.4335 6.7306
8367 3 2 0.0000 55.4849 30.6492 6.1354
8368 3 2 0.0000 54.5365 30.6492 5.0821
8369 3 2 0.0000 53.9850 29.4335 4.6355
8370 3 2 0.0000 52.7576 29.4335 3.9268
8371 3 2 0.0000 52.0951 30.6492 3.6725
8372 3 2 0.0000 50.7087 30.6492 3.3779
8373 3 2 0.0000 50.0000 29.4335 3.3407
8374 3 2 0.0000 48.5904 29.4335 3.4889
8375 3 2 0.0000 47.9049 30.6492 3.6725
8376 3 2 0.0000 46.6101 30.6492 4.2490
8377 3 2 0.0000 46.0150 29.4335 4.6355
8378 3 2 0.0000 44.9617 29.4335 5.5839
8379 3 2 0.0000 44.5151 30.6492 6.1354
8380 3 2 0.0000 43.8064 30.6492 7.3629
8381 3 2 0.0000 43.5521 29.4335 8.0254
8382 3 2 0.0000 43.2574 29.4335 9.4118
8383 3 2 0.0000 43.2203 30.6492 10.1205
8384 3 2 0.0000 43.3684 30.6492 11.5300
8385 3 2 0.0000 43.5521 29.4335 12.2155
8386 3 2 0.0000 44.1286 29.4335 13.5103
8387 3 2 0.0000 44.5151 30.6492 14.1055
8388 3 2 0.0000 45.4635 30.6492 15.1588
8389 3 2 0.0000 46.0150 29.4335 15.6054
8390 3 2 0.0000 47.2424 29.4335 16.3141
8391 3 2 0.0000 47.9049 30.6492 16.5684
8392 3 2 0.0000 49.2913 30.6492 16.8631
8393 3 2 0.0000 50.0000 31.8650 16.9002
8394 3 2 0.0000 51.4096 31.8650 16.7520
8395 3 2 0.0000 52.0951 33.0807 16.5684
8396 3 2 0.0000 53.3899 33.0807 15.9919
8397 3 2 0.0000 53.9850 31.8650 15.6054
8398 3 2 0.0000 55.0383 31.8650 14.6570
8399 3 2 0.0000 55.4849 33.0807 14.1055
8400 3 2 0.0000 56.1936 33.0807 12.8780
8401 3 2 0.0000 56.4479 31.8650 12.2155
8402 3 2 0.0000 56.7426 31.8650 10.8291
8403 3 2 0.0000 56.7797 33.0807 10.1205
8404 3 2 0.0000 56.6316 33.0807 8.7109
8405 3 2 0.0000 56.4479 31.8650 8.0254
8406 3 2 0.0000 55.8714 31.8650 6.7306
8407 3 2 0.0000 55.4849 33.0807 6.1354
8408 3 2 0.0000 54.5365 33.0807 5.0821
8409 3 2 0.0000 53.9850 31.8650 4.6355
8410 3 2 0.0000 52.7576 31.8650 3.9268
8411 3 2 0.0000 52.0951 33.0807 3.6725
8412 3 2 0.0000 50.7087 33.0807 3.3779
8413 3 2 0.0000 50.0000 31.8650 3.3407
8414 3 2 0.0000 48.5904 31.8650 3.4889
8415 3 2 0.0000 47.9049 33.0807 3.6725
8416 3 2 0.0000 46.6101 33.0807 4.2490
8417 3 2 0.0000 46.0150 31.8650 4.6355
8418 3 2 0.0000 44.9617 31.8650 5.5839
8419 3 2 0.0000 44.5151 33.0807 6.1354
8420 3 2 0.0000 43.8064 33.0807 7.3629
8421 3 2 0.0000 43.5521 31.8650 8.0254
8422 3 2 0.0000 43.2574 31.8650 9.4118
8423 3 2 0.0000 43.2203 33.0807 10.1205
8424 3 2 0.0000 43.3684 33.0807 11.5300
8425 3 2 0.0000 43.5521 31.8650 12.2155
8426 3 2 0.0000 44.1286 31.8650 13.5103
8427 3 2 0.0000 44.5151 33.0807 14.1055
8428 3 2 0.0000 45.4635 33.0807 15.1588
8429 3 2 0.0000 46.0150 31.8650 15.6054
8430 3 2 0.0000 47.2424 31.8650 16.3141
8431 3 2 0.0000 47.9049 33.0807 16.5684
8432 3 2 0.0000 49.2913 33.0807 16.8631
8433 3 2 0.0000 50.0000 34.2965 16.9002
8434 3 2 0.0000 51.4096 34.2965 16.7520
8435 3 2 0.0000 52.0951 35.5122 16.5684
8436 3 2 0.0000 53.3899 35.5122 15.9919
8437 3 2 0.0000 53.9850 34.2965 15.6054
8438 3 2 0.0000 55.0383 34.2965 14.6570
8439 3 2 0.0000 55.4849 35.5122 14.1055
8440 3 2 0.0000 56.1936 35.5122 12.8780
8441 3 2 0.0000 56.4479 34.2965 12.2155
8442 3 2 0.0000 56.7426 34.2965 10.8291
8443 3 2 0.0000 56.7797 35.5122 10.1205
8444 3 2 0.0000 56.6316 35.5122 8.7109
8445 3 2 0.0000 56.4479 34.2965 8.0254
8446 3 2 0.0000 55.8714 34.2965 6.7306
8447 3 2 0.0000 55.4849 35.5122 6.1354
8448 3 2 0.0000 54.5365 35.5122 5.0821
8449 3 2 0.0000 53.9850 34.2965 4.6355
8450 3 2 0.0000 52.7576 34.2965 3.9268
8451 3 2 0.0000 52.0951 35.5122 3.6725
8452 3 2 0.0000 50.7087 35.5122 3.3779
8453 3 2 0.0000 50.0000 34.2965 3.3407
8454 3 2 0.0000 48.5904 34.2965 3.4889
8455 3 2 0.0000 47.9049 35.5122 3.6725
8456 3 2 0.0000 46.6101 35.5122 4.2490
8457 3 2 0.0000 46.0150 34.2965 4.6355
8458 3 2 0.0000 44.9617 34.2965 5.5839
8459 3 2 0.0000 44.5151 35.5122 6.1354
8460 3 2 0.0000 43.8064 35.5122 7.3629
8461 3 2 0.0000 43.5521 34.2965 8.0254
8462 3 2 0.0000 43.2574 34.2965 9.4118
8463 3 2 0.0000 43.2203 35.5122 10.1205
8464 3 2 0.0000 43.3684 35.5122 11.5300
8465 3 2 0.0000 43.5521 34.2965 12.2155
8466 3 2 0.0000 44.1286 34.2965 13.5103
8467 3 2 0.0000 44.5151 35.5122 14.1055
8468 3 2 0.0000 45.4635 35.5122 15.1588
8469 3 2 0.0000 46.0150 34.2965 15.6054
8470 3 2 0.0000 47.2424 34.2965 16.3141
8471 3 2 0.0000 47.9049 35.5122 16.5684
8472 3 2 0.0000 49.2913 35.5122 16.8631
8473 3 2 0.0000 50.0000 36.7279 16.9002
8474 3 2 0.0000 51.4096 36.7279 16.7520
8475 3 2 0.0000 52.0951 37.9437 16.5684
8476 3 2 0.0000 53.3899 37.9437 15.9919
8477 3 2 0.0000 53.9850 36.7279 15.6054
8478 3 2 0.0000 55.0383 36.7279 14.6570
8479 3 2 0.0000 55.4849 37.9437 14.1055
8480 3 2 0.0000 56.1936 37.9437 12.8780
8481 3 2 0.0000 56.4479 36.7279 12.2155
8482 3 2 0.0000 56.7426 36.7279 10.8291
8483 3 2 0.0000 56.7797 37.9437 10.1205
8484 3 2 0.0000 56.6316 37.9437 8.7109
8485 3 2 0.0000 56.4479 36.7279 8.0254
8486 3 2 0.0000 55.8714 36.7279 6.7306
8487 3 2 0.0000 55.4849 37.9437 6.1354
8488 3 2 0.0000 54.5365 37.9437 5.0821
8489 3 2 0.0000 53.9850 36.7279 4.6355
8490 3 2 0.0000 52.7576 36.7279 3.9268
8491 3 2 0.0000 52.0951 37.9437 3.6725
8492 3 2 0.0000 50.7087 37.9437 3.3779
8493 3 2 0.0000 50.0000 36.7279 3.3407
8494 3 2 0.0000 48.5904 36.7279 3.4889
8495 3 2 0.0000 47.9049 37.9437 3.6725
8496 3 2 0.0000 46.6101 37.9437 4.2490
8497 3 2 0.0000 46.0150 36.7279 4.6355
8498 3 2 0.0000 44.9617 36.7279 5.5839
8499 3 2 0.0000 44.5151 37.9437 6.1354
8500 3 2 0.0000 43.8064 37.9437 7.3629
8501 3 2 0.0000 43.5521 36.7279 8.0254
8502 3 2 0.0000 43.2574 36.7279 9.4118
8503 3 2 0.0000 43.2203 37.9437 10.1205
8504 3 2 0.0000 43.3684 37.9437 11.5300
8505 3 2 0.0000 43.5521 36.7279 12.2155
8506 3 2 0.0000 44.1286 36.7279 13.5103
8507 3 2 0.0000 44.5151 37.9437 14.1055
8508 3 2 0.0000 45.4635 37.9437 15.1588
8509 3 2 0.0000 46.0150 36.7279 15.6054
8510 3 2 0.0000 47.2424 36.7279 16.3141
8511 3 2 0.0000 47.9049 37.9437 16.5684
8512 3 2 0.0000 49.2913 37.9437 16.8631
8513 3 2 0.0000 50.0000 39.1594 16.9002
8514 3 2 0.0000 51.4096 39.1594 16.7520
8515 3 2 0.0000 52.0951 40.3752 16.5684
8516 3 2 0.0000 53.3899 40.3752 15.9919
8517 3 2 0.0000 53.9850 39.1594 15.6054
8518 3 2 0.0000 55.0383 39.1594 14.6570
8519 3 2 0.0000 55.4849 40.3752 14.1055
8520 3 2 0.0000 56.1936 40.3752 12.8780
8521 3 2 0.0000 56.4479 39.1594 12.2155
8522 3 2 0.0000 56.7426 39.1594 10.8291
8523 3 2 0.0000 56.7797 40.3752 10.1205
8524 3 2 0.0000 56.6316 40.3752 8.7109
8525 3 2 0.0000 56.4479 39.1594 8.0254
8526 3 2 0.0000 55.8714 39.1594 6.7306
8527 3 2 0.0000 55.4849 40.3752 6.1354
8528 3 2 0.0000 54.5365 40.3752 5.0821
8529 3 2 0.0000 53.9850 39.1594 4.6355
8530 3 2 0.0000 52.7576 39.1594 3.9268
8531 3 2 0.0000 52.0951 40.3752 3.6725
8532 3 2 0.0000 50.7087 40.3752 3.3779
8533 3 2 0.0000 50.0000 39.1594 3.3407
8534 3 2 0.0000 48.5904 39.1594 3.4889
8535 3 2 0.0000 47.9049 40.3752 3.6725
8536 3 2 0.0000 46.6101 40.3752 4.2490
8537 3 2 0.0000 46.0150 39.1594 4.6355
8538 3 2 0.0000 44.9617 39.1594 5.5839
8539 3 2 0.0000 44.5151 40.3752 6.1354
8540 3 2 0.0000 43.8064 40.3752 7.3629
8541 3 2 0.0000 43.5521 39.1594 8.0254
8542 3 2 0.0000 43.2574 39.1594 9.4118
8543 3 2 0.0000 43.2203 40.3752 10.1205
8544 3 2 0.0000 43.3684 40.3752 11.5300
8545 3 2 0.0000 43.5521 39.1594 12.2155
8546 3 2 0.0000 44.1286 39.1594 13.5103
8547 3 2 0.0000 44.5151 40.3752 14.1055
8548 3 2 0.0000 45.4635 40.3752 15.1588
8549 3 2 0.0000 46.0150 39.1594 15.6054
8550 3 2 0.0000 47.2424 39.1594 16.3141
8551 3 2 0.0000 47.9049 40.3752 16.5684
8552 3 2 0.0000 49.2913 40.3752 16.8631
8553 3 2 0.0000 50.0000 41.5909 16.9002
8554 3 2 0.0000 51.4096 41.5909 16.7520
8555 3 2 0.0000 52.0951 42.8067 16.5684
8556 3 2 0.0000 53.3899 42.8067 15.9919
8557 3 2 0.0000 53.9850 41.5909 15.6054
8558 3 2 0.0000 55.0383 41.5909 14.6570
8559 3 2 0.0000 55.4849 42.8067 14.1055
8560 3 2 0.0000 56.1936 42.8067 12.8780
8561 3 2 0.0000 56.4479 41.5909 12.2155
8562 3 2 0.0000 56.7426 41.5909 10.8291
8563 3 2 0.0000 56.7797 42.8067 10.1205
8564 3 2 0.0000 56.6316 42.8067 8.7109
8565 3 2 0.0000 56.4479 41.5909 8.0254
8566 3 2 0.0000 55.8714 41.5909 6.7306
8567 3 2 0.0000 55.4849 42.8067 6.1354
8568 3 2 0.0000 54.5365 42.8067 5.0821
8569 3 2 0.0000 53.9850 41.5909 4.6355
8570 3 2 0.0000 52.7576 41.5909 3.9268
8571 3 2 0.0000 52.0951 42.8067 3.6725
8572 3 2 0.0000 50.7087 42.8067 3.3779
8573 3 2 0.0000 50.0000 41.5909 3.3407
8574 3 2 0.0000 48.5904 41.5909 3.4889
8575 3 2 0.0000 47.9049 42.8067 3.6725
8576 3 2 0.0000 46.6101 42.8067 4.2490
8577 3 2 0.0000 46.0150 41.5909 4.6355
8578 3 2 0.0000 44.9617 41.5909 5.5839
8579 3 2 0.0000 44.5151 42.8067 6.1354
8580 3 2 0.0000 43.8064 42.8067 7.3629
8581 3 2 0.0000 43.5521 41.5909 8.0254
8582 3 2 0.0000 43.2574 41.5909 9.4118
8583 3 2 0.0000 43.2203 42.8067 10.1205
8584 3 2 0.0000 43.3684 42.8067 11.5300
8585 3 2 0.0000 43.5521 41.5909 12.2155
8586 3 2 0.0000 44.1286 41.5909 13.5103
8587 3 2 0.0000 44.5151 42.8067 14.1055
8588 3 2 0.0000 45.4635 42.8067 15.1588
8589 3 2 0.0000 46.0150 41.5909 15.6054
8590 3 2 0.0000 47.2424 41.5909 16.3141
8591 3 2 0.0000 47.9049 42.8067 16.5684
8592 3 2 0.0000 49.2913 42.8067 16.8631
8593 3 2 0.0000 50.0000 44.0224 16.9002
8594 3 2 0.0000 51.4096 44.0224 16.7520
8595 3 2 0.0000 52.0951 45.2382 16.5684
8596 3 2 0.0000 53.3899 45.2382 15.9919
8597 3 2 0.0000 53.9850 44.0224 15.6054
8598 3 2 0.0000 55.0383 44.0224 14.6570
8599 3 2 0.0000 55.4849 45.2382 14.1055
8600 3 2 0.0000 56.1936 45.2382 12.8780
8601 3 2 0.0000 56.4479 44.0224 12.2155
8602 3 2 0.0000 56.7426 44.0224 10.8291
8603 3 2 0.0000 56.7797 45.2382 10.1205
8604 3 2 0.0000 56.6316 45.2382 8.7109
8605 3 2 0.0000 56.4479 44.0224 8.0254
8606 3 2 0.0000 55.8714 44.0224 6.7306
8607 3 2 0.0000 55.4849 45.2382 6.1354
8608 3 2 0.0000 54.5365 45.2382 5.0821
8609 3 2 0.0000 53.9850 44.0224 4.6355
8610 3 2 0.0000 52.7576 44.0224 3.9268
8611 3 2 0.0000 52.0951 45.2382 3.6725
8612 3 2 0.0000 50.7087 45.2382 3.3779
8613 3 2 0.0000 50.0000 44.0224 3.3407
8614 3 2 0.0000 48.5904 44.0224 3.4889
8615 3 2 0.0000 47.9049 45.2382 3.6725
8616 3 2 0.0000 46.6101 45.2382 4.2490
8617 3 2 0.0000 46.0150 44.0224 4.6355
8618 3 2 0.0000 44.9617 44.0224 5.5839
8619 3 2 0.0000 44.5151 45.2382 6.1354
8620 3 2 0.0000 43.8064 45.2382 7.3629
8621 3 2 0.0000 43.5521 44.0224 8.0254
8622 3 2 0.0000 43.2574 44.0224 9.4118
8623 3 2 0.0000 43.2203 45.2382 10.1205
8624 3 2 0.0000 43.3684 45.2382 11.5300
8625 3 2 0.0000 43.5521 44.0224 12.2155
8626 3 2 0.0000 44.1286 44.0224 13.5103
8627 3 2 0.0000 44.5151 45.2382 14.1055
8628 3 2 0.0000 45.4635 45.2382 15.1588
8629 3 2 0.0000 46.0150 44.0224 15.6054
8630 3 2 0.0000 47.2424 44.0224 16.3141
8631 3 2 0.0000 47.9049 45.2382 16.5684
8632 3 2 0.0000 49.2913 45.2382 16.8631
8633 3 2 0.0000 50.0000 46.4539 16.9002
8634 3 2 0.0000 51.4096 46.4539 16.7520
8635 3 2 0.0000 52.0951 47.6696 16.5684
8636 3 2 0.0000 53.3899 47.6696 15.9919
8637 3 2 0.0000 53.9850 46.4539 15.6054
8638 3 2 0.0000 55.0383 46.4539 14.6570
8639 3 2 0.0000 55.4849 47.6696 14.1055
8640 3 2 0.0000 56.1936 47.6696 12.8780
